CCTV,#genre#
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
乐游,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000092/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000092&IASHttpSessionId=OTT19019320240419154124000281&yang-1989
纪实人文,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实人文,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000365/index.m3u8?fmmv6
金鹰纪实,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000482/index.m3u8?IAS
佛卫慈悲,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
求索动物,http://39.134.136.200:6610/000000001001/1/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=no
求索记录,http://39.134.136.200:6610/000000001001/1/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=no
求索科学,http://39.134.136.200:6610/000000001001/1/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=no
求索生活,http://39.134.136.200:6610/000000001001/1/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=no
求索动物,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281
求索记录,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281
求索科学,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSessionId=OTT19019320240419154124000281
求索生活,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281
FashionTV EU「时尚」,https://stream.freetv.fun/fashiontv-asia-1.m3u8  
FashionTV EU「时尚」,https://fashiontv-fashiontv-1-eu.rakuten.wurl.tv/playlist.m3u8
FashionTV EU「时尚」,https://stream.freetv.fun/016e9d73d68c84070ece9dfc1c7278c279fb6653e6a29a20d39b1e83255b51b1.m3u8
FashionTV EU「时尚」,https://stream.freetv.fun/4e395d34efc0b5fc235bdc6b10af4eb07a0e2e8669ad4a22bafd355aac511ba5.m3u8
FashionTV EN「时尚」,https://stream.freetv.fun/8fb0f2a610c7b494a5f64f2798a0fabce11172b52908ae9ea213184c3cb1c9d9.ctv



NewTv,#genre#
NewTv超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTv超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTv动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTv超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTv潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTv东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTv古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
NewTv欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTv爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTv家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTv金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTv惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTv精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTv精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTv军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTv军事评论,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225757/index.m3u8
NewTv炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8

NewTv超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
NewTv超级电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8
NewTv东北热剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010021/1.m3u8
NewTv军旅剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010079/1.m3u8
NewTv惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8
NewTv潮妈辣婆,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010005/1.m3u8
NewTv精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
NewTv精品纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010076/1.m3u8
NewTv家庭剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/1.m3u8
NewTv精品大剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010072/1.m3u8
NewTv军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8
NewTv欢乐剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010025/1.m3u8
NewTv超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
NewTv金牌综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/1.m3u8

IHOT,#genre#
IHOT爱赛车,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000055
IHOT爱体育,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000060
IHOT爱电竞,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000054
IHOT爱谍战,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000038
IHOT爱动漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000059
IHOT爱经典,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000037
IHOT爱科幻,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000033
IHOT爱科学,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000047
IHOT爱浪漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000035
IHOT爱历史,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000046
IHOT爱旅行,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000056
IHOT爱奇谈,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000058
IHOT爱青春,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000041
IHOT爱喜剧,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000032
IHOT爱悬疑,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000036
IHOT爱院线,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000034

百视ʰ,#genre#
华语影院,http://118.112.148.228:4022/rtp/239.93.0.138:5140?Cf=cfss.cc
青春动漫,http://118.112.148.228:4022/rtp/239.93.0.146:5140?Cf=cfss.cc
星光影院,http://118.112.148.228:4022/rtp/239.93.0.139:5140?Cf=cfss.cc
谍战剧场,http://118.112.148.228:4022/rtp/239.93.0.95:5140?Cf=cfss.cc
全球大片,http://118.112.148.228:4022/rtp/239.93.0.105:5140?Cf=cfss.cc
热门剧场,http://118.112.148.228:4022/rtp/239.93.0.140:5140?Cf=cfss.cc
热门综艺,http://118.112.148.228:4022/rtp/239.93.0.151:5140?Cf=cfss.cc
戏曲精选,http://118.112.148.228:4022/rtp/239.93.0.144:5140?Cf=cfss.cc
看天下精选,http://118.112.148.228:4022/rtp/239.93.0.198:9044?Cf=cfss.cc

华语影院,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=hyyy
青春动漫,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=qcdm
星光影院,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=xgyy
谍战剧场,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=dzjc
全球大片,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=qqdp
热门剧场,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=rmjc
热门综艺,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=rmzy
戏曲精选,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=xqjx
看天下精选,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=ktxjx



影.剧轮播,#genre#
万合天宜,https://live.metshop.top/douyu/9220456
文西与阿漆,https://live.metshop.top/douyu/8737695
伪装者•胡歌,https://live.metshop.top/yy/1354936244
仙剑奇侠传•刘亦菲,https://live.metshop.top/yy/1382749903
老三国,https://live.metshop.top/yy/1354936241
新三国,https://live.metshop.top/yy/26744898
新水浒,https://live.metshop.top/huya/11342384
新世界•孙红雷,https://live.metshop.top/yy/1382736850
红楼梦87经典版,https://live.metshop.top/yy/1382745084
纪晓岚,https://live.metshop.top/yy/1354143978
庆馀年,https://live.metshop.top/huya/11352960
欢乐颂,https://live.metshop.top/yy/1382735624
雪中悍刀行,https://live.metshop.top/yy/1382660835
白夜追凶,https://live.metshop.top/yy/1354932359
雍正王朝,https://live.metshop.top/huya/11342439
士兵突击,https://live.metshop.top/huya/11342430
爱情公寓,https://live.metshop.top/huya/11336726
家有儿女,https://live.metshop.top/huya/11352872
武林外传,https://live.metshop.top/huya/21059598
情满四合院,https://live.metshop.top/huya/11342426
天  道,https://live.metshop.top/yy/1382735574
血色浪漫,https://live.metshop.top/yy/1354926676
鬼吹灯,https://epg.pw/stream/88fd55cb4bd809a7f5e29ba31a1cad7396a5f1ea128a8ce6458d7be306d34b53.ctv
鬼吹灯系列123,https://live.metshop.top/douyu/11637508
封神榜,http://cfss.cc/cdn/hy/23749096.flv
西游记•张卫健版 I,http://cfss.cc/cdn/hy/23735126.flv
西游记•张卫健版 II,http://cfss.cc/cdn/hy/23728660.flv
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
鹿鼎记•陈小春,http://cfss.cc/cdn/hy/23865080.flv
鹿鼎记•梁朝伟,http://cfss.cc/cdn/hy/23734183.flv
天龙八部•1997,http://cfss.cc/cdn/hy/23903123.flv
刑事侦缉档案,http://cfss.cc/cdn/hy/23734169.flv
寻秦记•古天乐 郭羡妮,http://cfss.cc/cdn/hy/23864973.flv
法证先锋,http://cfss.cc/cdn/hy/23863804.flv
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
笑傲江湖•吕颂贤,http://cfss.cc/cdn/hy/23865142.flv
笑傲江湖•吕颂贤,https://live.metshop.top/yy/1354930909
笑傲江湖•许晴,https://live.metshop.top/yy/1354282410
洗冤录,http://cfss.cc/cdn/hy/23903130.flv
我和僵屍有個約會•尹天照 万绮雯,https://live.metshop.top/yy/1354143966
83射雕英雄傳,https://live.metshop.top/yy/1354210357
射雕之九阴真经•姜大卫 张智霖,https://epg.pw/stream/2245ffcbcc59ce19ec9d11555d4c748f4c7ca9d8566f22d58531fd7413431d01.ctv
倚天屠龙记•吴启华,http://cfss.cc/cdn/hy/23734246.flv
倚天屠龍記•苏有朋,https://live.metshop.top/yy/1449856066
神雕侠侣•古天乐,http://cfss.cc/cdn/hy/23865171.flv
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
创世纪,http://cfss.cc/cdn/hy/23749083.flv
使徒行者,http://cfss.cc/cdn/hy/23734256.flv
金枝欲孽,http://cfss.cc/cdn/hy/23865036.flv
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
妙手仁心,http://cfss.cc/cdn/hy/23829543.flv
扫黄先锋,http://cfss.cc/cdn/hy/23903196.flv
笑看风云,http://cfss.cc/cdn/hy/23865058.flv
大时代,http://cfss.cc/cdn/hy/23865161.flv
大明王朝1566•豆瓣最高分剧集,https://live.metshop.top/yy/1382736879
天下第一•叶璇 黄圣依,https://live.metshop.top/yy/1382736838
新白娘子傳奇•赵雅芝,https://live.metshop.top/yy/1354490667
新白娘子傳奇•赵雅芝,https://live.metshop.top/yy/1354930969
斗罗大陆•唐家三少,http://cfss.cc/cdn/hy/11352906.flv
火影忍者,https://live.metshop.top/yy/1355336008
灌篮高手,https://live.metshop.top/yy/1382735626
外星+人2[韩],https://v.cdnlz12.com/20240215/11573_4cb789fb/2000k/hls/mixed.m3u8
来自星星的你[韩],https://live.metshop.top/yy/1354930976
请回答1988[韩],https://live.metshop.top/yy/1354932362
超异能族[韩],https://www.goodiptv.club/huya/21059586
憨豆先生 ,https://live.metshop.top/yy/1354930189
yy电影1,http://11.xmyxc.cn/api/php/yy.php?id=1382749892
yy电影2,http://11.xmyxc.cn/api/php/yy.php?id=1382736803
yy电影-张国荣,http://43.138.170.29:35455/yy/1354930961
yy电影-李连杰,http://11.xmyxc.cn/api/php/yy.php?id=1459869766
YY电影-成龙,http://11.xmyxc.cn/api/php/yy.php?id=1354888751
YY电影-欧美电影,http://11.xmyxc.cn/api/php/yy.php?id=24923327
YY电影-欧美科幻,http://11.xmyxc.cn/api/php/yy.php?id=37988782
周星驰,http://lxajh.top/tv/douyu.php?id=122402
周星驰粤语,http://lxajh.top/tv/douyu.php?id=6566671
电影_星爷,https://live.metshop.top/huya/11342412
成龙,http://lxajh.top/tv/douyu.php?id=3379942
电影_成龙,https://live.metshop.top/huya/11342386
电影_英叔,https://live.metshop.top/huya/11342421
电影_发哥,https://live.metshop.top/huya/11342387
电影_王晶,https://live.metshop.top/huya/11602058
电影_沈腾,https://live.metshop.top/huya/11601968
电影_黄渤,https://live.metshop.top/huya/11352876
电影_强森,https://live.metshop.top/huya/21059581
电影_漫威,https://live.metshop.top/huya/11602034
电影_宇宙,https://live.metshop.top/huya/11342428
电影_怪兽,https://live.metshop.top/huya/21059577
电影_武侠,https://live.metshop.top/huya/11342427
电影_警匪,https://live.metshop.top/huya/11352886
电影_罪犯,https://live.metshop.top/huya/11352962
电影_枪战,https://live.metshop.top/huya/21059579
电影_海盗,https://live.metshop.top/huya/21059595
电影_赛车,https://live.metshop.top/huya/11279247
电影_推荐,https://live.metshop.top/huya/11602041
电影_救援,https://live.metshop.top/huya/21059594
电影_热血,https://live.metshop.top/huya/11352934
电影_盗墓,https://live.metshop.top/huya/21059552
电影_贺岁,https://live.metshop.top/huya/11601971
电影_玄幻,https://live.metshop.top/huya/11342414
电影_谍战,https://live.metshop.top/huya/21059585
电影_战争,https://live.metshop.top/huya/21059592
电影_喜剧,https://live.metshop.top/huya/11352877
电影_港片,https://live.metshop.top/huya/11602043
电影_国产,https://live.metshop.top/huya/11352973
电影_五福星,https://live.metshop.top/huya/11282233
电影_邱淑贞,https://live.metshop.top/huya/11352949
电影_古天乐,https://live.metshop.top/huya/11602041
电影_徐克,https://live.metshop.top/huya/11352909
电影_冯小刚,https://live.metshop.top/huya/11352906
电影_李连杰,https://live.metshop.top/huya/11342390
电影_甄子丹,https://epg.pw/stream/b3c5fb71d628359db3178eafbbacd4fa5379703565645966308ad63c0cefef6f.ctv
电影_洪金宝,https://live.metshop.top/huya/11279251
电影_梁家辉,https://live.metshop.top/huya/11342429
电影_许冠英,https://live.metshop.top/huya/11601972
电影_刘德华,https://live.metshop.top/huya/11342424
电影_斯坦森,https://live.metshop.top/huya/21059588
电影_小鬼头,https://live.metshop.top/huya/11352963
电影_八点档,https://live.metshop.top/huya/880261
电影_蜘蛛侠,https://live.metshop.top/huya/21059599
电影_贺岁片,https://live.metshop.top/huya/11601986
电影_功夫片,https://live.metshop.top/huya/11352941
电影_黑帮片,https://live.metshop.top/huya/11336719
电影_丧尸片,https://live.metshop.top/huya/21059578
电影_灾难片,https://live.metshop.top/huya/11602075
电影_谍战片,https://live.metshop.top/huya/21059587
电影_战争片,https://live.metshop.top/huya/21059574
电影_犯罪片,https://live.metshop.top/huya/11352974
电影_古装片,https://live.metshop.top/huya/11336590
电影_高分动作,https://live.metshop.top/huya/11352884
电影_动作电影,https://live.metshop.top/huya/11602077
电影_搞笑喜剧,https://live.metshop.top/huya/11342423
电影_喜剧专场,https://live.metshop.top/huya/11602044
电影_欢笑影院,https://live.metshop.top/huya/11352894
电影_不挤影院,https://live.metshop.top/huya/11352897
电影_国产悬疑,https://live.metshop.top/huya/11342395
电影_快意江湖,https://live.metshop.top/huya/11342435
电影_黑帮斗争,https://live.metshop.top/huya/11342419
电影_古墓系列,https://live.metshop.top/huya/11352913
电影_嫣然影厅,https://live.metshop.top/huya/11601977
电影_女神系列,https://live.metshop.top/huya/11336571
电影_经典女神,https://live.metshop.top/huya/11352909
电影_许氏三杰,https://live.metshop.top/huya/11602033
电影_经典港片,https://live.metshop.top/huya/11352965
电影_镖行天下,https://live.metshop.top/huya/11352969
电影_高能反转,https://live.metshop.top/huya/11352887
电影_喜乐影院,https://live.metshop.top/huya/21059580
电影_蘑菇影厅,https://live.metshop.top/huya/11601981
电影_搞笑恐怖,https://live.metshop.top/huya/11601960
电影_死神来了,https://live.metshop.top/huya/11352903
电影_怪兽系列,https://live.metshop.top/huya/21059554
搞笑_陈翔六点半,https://live.metshop.top/huya/11274154
王子和史蒂文,https://live.metshop.top/douyu/9583975
解说_恐怖电影解说,https://live.metshop.top/huya/16741179
解说_代娛說美劇,https://live.metshop.top/douyu/9123570
变形金刚系列,https://live.metshop.top/yy/1382736803
敢死队系列,https://live.metshop.top/yy/1382735573
古惑仔系列,https://live.metshop.top/yy/1354507447
速度与激情全集,https://live.metshop.top/yy/1382749892
罗翔 法外狂徒张三,https://epg.pw/stream/579bda6ddd0173d963834b88fb895b778fc45cf390b531fbc05c708035263c26.ctv



斗鱼点播,#genre#
音乐石榴🍁,http://live.iill.top/huya.php?id=17091681
音乐速递🍁,http://live.iill.top/huya.php?id=19439762
治愈放松🍁,http://live.iill.top/huya.php?id=21241811
周杰伦点歌台🍁,https://live.metshop.top/douyu/7537296
音乐喵点歌🍁,https://live.metshop.top/douyu/3870925
彼岸D3点歌🍁,https://live.metshop.top/douyu/8189873
彼岸D4点歌🍁,https://live.metshop.top/douyu/8266799


吃米滴虫✔原,https://www.goodiptv.club/douyu/315457
冰冰经典✔原,https://www.goodiptv.club/douyu/74374
星爷影院✔原,https://www.goodiptv.club/douyu/508118
老港影院✔原,https://www.goodiptv.club/douyu/3637778
瑶瑶恐怖✔原,https://www.goodiptv.club/douyu/2935323
怡寶影院✔原,https://www.goodiptv.club/douyu/434971
萌小鬼片✔原,https://www.goodiptv.club/douyu/3928
神乐剧场✔原,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
神乐剧院✔原,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
小宇60帧✔原,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場✔原,http://maomao.kandiantv.cn/douyu1.php?id=7575350
豆瓣高分✔原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
漫威剧情✔原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨✔原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
吃木瓜虫✔原,http://maomao.kandiantv.cn/douyu1.php?id=263824
变种人片✔原,http://maomao.kandiantv.cn/douyu1.php?id=9651304
喜剧电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
女神电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=747764
华语经典✔原,http://maomao.kandiantv.cn/douyu1.php?id=434971
欧美大片✔原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷max✔原,https://www.goodiptv.club/douyu/4332
贝爷影厅✔原,http://maomao.kandiantv.cn/douyu1.php?id=252802
邦德影院✔原,https://www.goodiptv.club/douyu/9292499
看美剧✔原,https://www.goodiptv.club/douyu/8869614
轮播电影1Y✔原,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
轮播电影2Y✔原,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
轮播电影3Y✔原,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
漫威君✔原,https://live.metshop.top/douyu/1713615

斯巴达克斯,#genre#
S1.01,https://v.cdnlz20.com/20240428/6158_f9665afe/index.m3u8
S1.02,https://v.cdnlz20.com/20240428/6159_85cdafdb/index.m3u8
S1.03,https://v.cdnlz20.com/20240428/6160_cb82525a/index.m3u8
S1.04,https://v.cdnlz20.com/20240428/6161_4c6618ed/index.m3u8
S1.05,https://v.cdnlz20.com/20240428/6162_7fb51d59/index.m3u8
S1.06,https://v.cdnlz20.com/20240428/6163_8b573f18/index.m3u8
S1.07,https://v.cdnlz20.com/20240428/6164_d97bef12/index.m3u8
S1.08,ahttps://v.cdnlz20.com/20240428/6165_eafd9612/index.m3u8
S1.09,https://v.cdnlz20.com/20240428/6166_f756b469/index.m3u8
S1.10,https://v.cdnlz20.com/20240428/6167_989b5986/index.m3u8
S1.11,https://v.cdnlz20.com/20240428/6168_8051c2d7/index.m3u8
S1.12,https://v.cdnlz20.com/20240428/6169_08bca5d3/index.m3u8
S1.13,https://v.cdnlz20.com/20240428/6170_3bc372ca/index.m3u8
S2.01,https://v.cdnlz20.com/20240428/6171_3a73fc91/index.m3u8
S2.02,https://v.cdnlz20.com/20240428/6172_3d539f81/index.m3u8
S2.03,https://v.cdnlz20.com/20240428/6173_64e012cf/index.m3u8
S2.04,https://v.cdnlz20.com/20240428/6174_f3dbc030/index.m3u8
S2.05,https://v.cdnlz20.com/20240428/6175_725417b6/index.m3u8
S2.06,https://v.cdnlz20.com/20240428/6176_486621d8/index.m3u8
S2.07,https://v.cdnlz20.com/20240428/6177_8f5d3718/index.m3u8
S2.08,https://v.cdnlz20.com/20240428/6178_d6a1a40b/index.m3u8
S2.09,https://v.cdnlz20.com/20240428/6179_d40ddd9b/index.m3u8
S2.10,https://v.cdnlz20.com/20240428/6180_f2c537e3/index.m3u8
S3.01,https://v.cdnlz20.com/20240428/6181_6183beb5/index.m3u8
S3.02,https://v.cdnlz20.com/20240428/6182_0f30505e/index.m3u8
S3.03,https://v.cdnlz20.com/20240428/6183_99685e14/index.m3u8
S3.04,https://v.cdnlz20.com/20240428/6184_927171f4/index.m3u8
S3.05,https://v.cdnlz20.com/20240428/6185_3d5ca79f/index.m3u8
S3.06,https://v.cdnlz20.com/20240428/6186_18a07dd6/index.m3u8
S3.07,https://v.cdnlz20.com/20240428/6187_caaf157d/index.m3u8
S3.08,https://v.cdnlz20.com/20240428/6188_7ae3cdd8/index.m3u8
S3.09,https://v.cdnlz20.com/20240428/6189_31fbf6c4/index.m3u8
S3.10,https://v.cdnlz20.com/20240428/6190_6edf0839/index.m3u8

舞曲MTV,#genre#
「中」林忆莲-存在,http://em.21dtv.com/songs/60013615.mkv
「中」林忆莲-匆匆,http://em.21dtv.com/songs/60013474.mkv
「中」王菲-致青春,https://vdse.bdstatic.com//92462d18aa23857958610347a6aafa90.mp4
「中」张惠妹-别在伤口撒盐,http://vodcdn.video.taobao.com/oss/ali-video/5997fdd5c8b241b7b2995ae6da3bc8f8/1458294379/video.m3u8.m3u8
「中」张惠妹-听海,http://vodcdn.video.taobao.com/oss/ali-video/c105aa7685c54fbfa74b92e8cc88a3e3/1457681472/video.m3u8.m3u8
「中」张惠妹-天才白痴梦,http://em.21dtv.com/songs/60041755.mkv
「中」张惠妹-冲动,http://em.21dtv.com/songs/60012845.mkv
「中」许巍-纯粹,http://em.21dtv.com/songs/60013384.mkv
「中」许巍-蓝莲花,http://em.21dtv.com/songs/60026063.mkv
「中」李宗盛-鬼迷心窍,http://em.21dtv.com/songs/60019400.mkv
「中」莫文蔚-溜溜的情歌,http://em.21dtv.com/songs/60076463.mkv
「中」李丽珍-纯真,http://em.21dtv.com/songs/60013404.mkv
「中」光良+曹格-少年,http://em.21dtv.com/songs/60038120.mkv
「中」陈慧娴-黎明不要来,http://em.21dtv.com/songs/60026831.mkv
「中」黄品源+任贤齐-浪花一朵朵,http://em.21dtv.com/songs/60026219.mkv
「中」李心洁-像你,http://em.21dtv.com/songs/60049391.mkv
「中」TWINS-恋爱大过天,http://em.21dtv.com/songs/60026998.mkv
「中」小虎队-星星的约会,https://vd2.bdstatic.com/mda-kc3gqfxzi4zgfr2w/sc/mda-kc3gqfxzi4zgfr2w.mp4
「中」大话西游-一生所爱,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgk9aq4gUogIDbxwQ.mp4
「中」金志文 远走高飞,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgn-zL9QUo4L7HJQ.mp4
「中」孤勇者,https://vd2.bdstatic.com/mda-mmkfweauph7ju2rr/sc/cae_h264_delogo/1643229088196056141/mda-mmkfweauph7ju2rr.mp4
「中」Beyond_海阔天空,https://vd2.bdstatic.com/mda-jccg84gp61a7n0ms/sc/mda-jccg84gp61a7n0ms.mp4
「中」UP&DOWN(中文版),https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtd6M9QUokpHf7AY.mp4
